CN000-W1--DEPATNSH1851,0.04146499300051474
CN000-W1--DEPATNSH2096,0.04828759490862508
CN000-X1--SPBDCSNH1735,0.7235092405421728
CN000-X1--SPBDCSNH1868,0.050899915229915584
CN000-X3--CJTIZK3132,0.09680680222985888
CN000-X3--CJTIZK3216,0.4583020627430523
CN000-X3--CJTIZK3230,0.06211074577628445
CN000-X3--CJTIZK3328,0.04121076617746733
CN000-X3--CJTIZK3384,0.041583609082004425
CN000-X3--CJTIZK3426,0.027532247445501406
CN000-X3--CJTIZK3517,0.04872024992785833
CN000-X3--CJTIZK3538,0.03792328621751925
CN000-X3--HASECNSBHEJ6207,0.06970410870533739
CN000-X3--HASECNSBHEJ6484,0.04411732565278137
CN000-X3--HASECNSBHEJ6860,0.07544039849321352
CN000-X3--HASECNSBHEJ7162,0.04413901596764208
CN000-X3--HASECNSBHEJ7281,0.05906348800785322
CN000-X3--HASECNSBHEJ7625,0.09138767106163334
CN000-X3--HASECNSBHEJ7719,0.038969292025587986
CN000-X4--MSCBBBNJ0099,0.5944429373387913
CN000-X4--MSCBBBNJ0162,0.051960427060395234
CN000-X4--MSCBBBNJ0337,0.039609073250162274
CN000-X4--MSCBBBNJ1128,0.035801698069008174
CN000-X4--MSCBBBNJ1394,0.09506381249115906
CN000-X4--MSCBBBNJ1436,0.06813154659736086
CN000-Y2--ABMACUSH0082,0.6132290907278202
CN000-Y2--ABMACUSH0138,0.6602159754275685
CN000-Y2--ABMACUSH0166,0.0303784688996949
CN000-Y2--ABMACUSH0768,0.04602480051306532
CN000-Y2--ABMACUSH1125,0.06033740252071364
CN000-Y2--ABMACUSH1377,0.06451561749913028
CN000-Z0--UBSVCNSZ5034,0.03443484638665352
CN000-Z0--UBSVCNSZ5195,0.24732001612081883
CN000-Z0--UBSVCNSZ5202,0.05201906053756779
CN000-Z0--UBSVCNSZ5454,0.03707348628430171
CN000-Z0--UBSVCNSZ5503,0.032805056695388544
CN000-Z0--UBSVCNSZ5664,0.05028572754242529
CN000-Z0--UBSVCNSZ6147,0.04513356467132164
CN000-Z0--UBSVCNSZ6168,0.08609230634286964
CN001-W1--DEPATNSH1684,0.4918911085298272
CN001-W1--DEPATNSH1971,0.045031142777225586
CN001-W1--DEPATNSH2041,0.09694965296484467
CN001-W1--DEPATNSH2181,0.050611931899460165
CN001-W1--DEPATNSH2363,0.040877812337397304
CN001-W1--DEPATNSH2454,0.24029407182083812
CN001-X1--SPBDCSNH1568,0.06921421714417929
CN001-X1--SPBDCSNH1673,0.08065837229684215
CN001-X1--SPBDCSNH2233,0.05721676744022801
CN001-X1--SPBDCSNH2359,0.03648848609200697
CN001-X3--CJTIZK3301,0.03681240902598385
CN001-X3--CJTIZK3357,0.0405942320136101
CN001-X3--CJTIZK3441,0.04283447164450499
CN001-X3--CJTIZK3518,0.04959729162940177
CN001-X3--CJTIZK3567,0.04984965764708546
CN001-X3--CJTIZK3637,0.5063968494076035
CN001-X3--CJTIZK3665,0.055906115318647094
CN001-X3--CJTIZK3910,0.044822071271042374
CN001-X3--HASECNSBHEJ7150,0.04004705334050524
CN001-X3--HASECNSBHEJ7253,0.036960443672769995
